3
100 80 60
64 68 41 3.0000000000000000e+00
64 68 47 2.0000000000000000e+00
64 68 60 1.0000000000000000e+00
64 70 2 1.0000000000000000e+00
64 70 5 2.0000000000000000e+00
64 70 20 1.0000000000000000e+00
64 70 24 1.0000000000000000e+00
64 70 32 2.0000000000000000e+00
64 71 9 1.0000000000000000e+00
64 71 17 3.0000000000000000e+00
64 71 19 1.0000000000000000e+00
64 71 20 3.0000000000000000e+00
64 71 24 3.0000000000000000e+00
64 71 32 4.0000000000000000e+00
64 71 36 1.0000000000000000e+00
64 71 38 2.0000000000000000e+00
64 71 39 2.0000000000000000e+00
64 71 53 3.0000000000000000e+00
64 71 54 2.0000000000000000e+00
64 71 57 1.0000000000000000e+00
64 72 14 1.0000000000000000e+00
64 75 24 1.0000000000000000e+00
64 75 33 1.0000000000000000e+00
64 77 20 1.0000000000000000e+00
64 77 24 1.0000000000000000e+00
64 77 36 1.0000000000000000e+00
64 77 38 1.0000000000000000e+00
64 77 53 1.0000000000000000e+00
64 77 54 1.0000000000000000e+00
64 79 4 1.0000000000000000e+00
64 79 32 1.0000000000000000e+00
64 80 5 1.0000000000000000e+00
64 80 17 1.0000000000000000e+00
64 80 18 1.0000000000000000e+00
64 80 19 2.0000000000000000e+00
64 80 20 5.0000000000000000e+00
64 80 21 1.0000000000000000e+00
64 80 24 3.0000000000000000e+00
64 80 32 2.0000000000000000e+00
64 80 38 1.0000000000000000e+00
64 80 39 2.0000000000000000e+00
64 80 54 1.0000000000000000e+00
65 4 1 1.0000000000000000e+00
65 4 7 1.0000000000000000e+00
65 4 9 1.0000000000000000e+00
65 4 19 2.0000000000000000e+00
65 4 52 1.0000000000000000e+00
65 4 53 1.0000000000000000e+00
65 5 9 1.0000000000000000e+00
65 6 1 1.0000000000000000e+00
65 6 6 1.0000000000000000e+00
65 6 8 1.0000000000000000e+00
65 6 53 2.0000000000000000e+00
65 8 8 1.0000000000000000e+00
65 8 9 2.0000000000000000e+00
65 8 27 1.0000000000000000e+00
65 8 37 1.0000000000000000e+00
65 8 43 1.0000000000000000e+00
65 8 53 3.0000000000000000e+00
65 11 27 1.0000000000000000e+00
65 13 8 1.0000000000000000e+00
65 13 39 1.0000000000000000e+00
65 14 1 1.0000000000000000e+00
65 14 9 1.0000000000000000e+00
65 14 19 1.0000000000000000e+00
65 15 42 1.0000000000000000e+00
65 25 53 1.0000000000000000e+00
65 30 9 2.0000000000000000e+00
65 30 26 1.0000000000000000e+00
65 30 35 1.0000000000000000e+00
65 30 53 1.0000000000000000e+00
65 30 60 1.0000000000000000e+00
65 31 39 1.0000000000000000e+00
65 37 47 1.0000000000000000e+00
65 38 1 2.0000000000000000e+00
65 38 6 1.0000000000000000e+00
65 38 9 1.0000000000000000e+00
65 38 19 1.0000000000000000e+00
65 38 26 1.0000000000000000e+00
65 38 32 1.0000000000000000e+00
65 38 34 1.0000000000000000e+00
65 38 35 1.0000000000000000e+00
65 38 53 1.0000000000000000e+00
65 44 52 1.0000000000000000e+00
65 45 3 1.0000000000000000e+00
65 45 8 2.0000000000000000e+00
65 45 9 1.0000000000000000e+00
65 45 26 1.0000000000000000e+00
65 45 27 1.0000000000000000e+00
65 45 53 1.0000000000000000e+00
65 46 16 1.0000000000000000e+00
65 50 27 1.0000000000000000e+00
65 50 37 1.0000000000000000e+00
65 54 3 1.0000000000000000e+00
65 54 27 1.0000000000000000e+00
65 54 40 1.0000000000000000e+00
65 55 1 2.0000000000000000e+00
65 55 3 1.0000000000000000e+00
65 55 8 1.0000000000000000e+00
65 55 17 1.0000000000000000e+00
65 55 27 2.0000000000000000e+00
65 60 8 2.0000000000000000e+00
65 60 19 2.0000000000000000e+00
65 60 26 2.0000000000000000e+00
65 60 27 1.0000000000000000e+00
65 60 53 1.0000000000000000e+00
65 61 1 2.0000000000000000e+00
65 61 8 2.0000000000000000e+00
65 61 19 1.0000000000000000e+00
65 61 27 1.0000000000000000e+00
65 64 54 1.0000000000000000e+00
65 66 1 1.0000000000000000e+00
65 66 53 1.0000000000000000e+00
65 67 39 1.0000000000000000e+00
65 67 42 1.0000000000000000e+00
65 70 32 1.0000000000000000e+00
65 71 8 1.0000000000000000e+00
65 71 20 1.0000000000000000e+00
65 71 24 1.0000000000000000e+00
65 71 35 2.0000000000000000e+00
65 71 37 2.0000000000000000e+00
65 74 6 1.0000000000000000e+00
65 79 26 1.0000000000000000e+00
66 4 8 1.0000000000000000e+00
66 4 26 1.0000000000000000e+00
66 4 27 1.0000000000000000e+00
66 4 53 1.0000000000000000e+00
66 5 19 2.0000000000000000e+00
66 5 26 1.0000000000000000e+00
66 5 27 1.0000000000000000e+00
66 5 44 1.0000000000000000e+00
66 6 9 1.0000000000000000e+00
66 6 26 2.0000000000000000e+00
66 8 9 1.0000000000000000e+00
66 8 27 1.0000000000000000e+00
66 8 43 1.0000000000000000e+00
66 8 55 1.0000000000000000e+00
66 14 19 1.0000000000000000e+00
66 14 26 1.0000000000000000e+00
66 14 27 1.0000000000000000e+00
66 14 53 1.0000000000000000e+00
66 26 9 1.0000000000000000e+00
66 30 1 1.0000000000000000e+00
66 30 9 1.0000000000000000e+00
66 30 26 1.0000000000000000e+00
66 36 6 1.0000000000000000e+00
66 38 3 1.0000000000000000e+00
66 38 19 1.0000000000000000e+00
66 39 53 1.0000000000000000e+00
66 45 9 1.0000000000000000e+00
66 45 19 1.0000000000000000e+00
66 45 26 2.0000000000000000e+00
66 45 37 1.0000000000000000e+00
66 47 29 1.0000000000000000e+00
66 48 6 2.0000000000000000e+00
66 55 3 1.0000000000000000e+00
66 55 26 1.0000000000000000e+00
66 55 33 1.0000000000000000e+00
66 59 1 1.0000000000000000e+00
66 60 1 1.0000000000000000e+00
66 60 3 1.0000000000000000e+00
66 60 8 1.0000000000000000e+00
66 60 9 1.0000000000000000e+00
66 60 26 1.0000000000000000e+00
66 60 27 1.0000000000000000e+00
66 60 53 1.0000000000000000e+00
66 61 1 1.0000000000000000e+00
66 61 3 1.0000000000000000e+00
66 61 19 1.0000000000000000e+00
66 61 27 1.0000000000000000e+00
66 61 44 1.0000000000000000e+00
66 66 27 1.0000000000000000e+00
66 66 35 1.0000000000000000e+00
66 71 8 1.0000000000000000e+00
66 71 17 1.0000000000000000e+00
66 71 19 1.0000000000000000e+00
66 71 24 1.0000000000000000e+00
66 71 26 1.0000000000000000e+00
66 71 27 1.0000000000000000e+00
66 71 35 1.0000000000000000e+00
66 74 24 1.0000000000000000e+00
67 1 5 1.0000000000000000e+00
67 3 22 1.0000000000000000e+00
67 3 37 1.0000000000000000e+00
67 3 60 2.0000000000000000e+00
67 4 8 1.0000000000000000e+00
67 4 15 1.0000000000000000e+00
67 4 19 1.0000000000000000e+00
67 5 2 2.0000000000000000e+00
67 5 4 1.0000000000000000e+00
67 5 15 2.0000000000000000e+00
67 5 16 1.0000000000000000e+00
67 5 37 1.0000000000000000e+00
67 5 42 1.0000000000000000e+00
67 5 47 1.0000000000000000e+00
67 5 60 3.0000000000000000e+00
67 7 4 2.0000000000000000e+00
67 7 22 1.0000000000000000e+00
67 7 41 1.0000000000000000e+00
67 7 59 1.0000000000000000e+00
67 7 60 1.0000000000000000e+00
67 9 5 1.0000000000000000e+00
67 9 17 1.0000000000000000e+00
67 9 19 2.0000000000000000e+00
67 9 20 2.0000000000000000e+00
67 9 24 2.0000000000000000e+00
67 9 38 1.0000000000000000e+00
67 9 39 2.0000000000000000e+00
67 9 53 1.0000000000000000e+00
67 9 54 1.0000000000000000e+00
67 13 4 1.0000000000000000e+00
67 13 36 1.0000000000000000e+00
67 14 32 1.0000000000000000e+00
67 15 29 1.0000000000000000e+00
67 19 2 3.0000000000000000e+00
67 19 15 2.0000000000000000e+00
67 19 16 2.0000000000000000e+00
67 19 22 2.0000000000000000e+00
67 19 30 1.0000000000000000e+00
67 19 41 1.0000000000000000e+00
67 19 59 1.0000000000000000e+00
67 19 60 2.0000000000000000e+00
67 20 5 1.0000000000000000e+00
67 20 17 1.0000000000000000e+00
67 20 19 1.0000000000000000e+00
67 20 20 3.0000000000000000e+00
67 20 24 3.0000000000000000e+00
67 20 32 2.0000000000000000e+00
67 20 38 3.0000000000000000e+00
67 20 39 4.0000000000000000e+00
67 20 46 1.0000000000000000e+00
67 20 53 1.0000000000000000e+00
67 20 54 1.0000000000000000e+00
67 20 57 1.0000000000000000e+00
67 21 2 3.0000000000000000e+00
67 21 4 2.0000000000000000e+00
67 21 16 2.0000000000000000e+00
67 21 22 3.0000000000000000e+00
67 21 41 1.0000000000000000e+00
67 21 42 1.0000000000000000e+00
67 21 47 1.0000000000000000e+00
67 21 60 1.0000000000000000e+00
67 22 36 1.0000000000000000e+00
67 23 19 1.0000000000000000e+00
67 23 20 1.0000000000000000e+00
67 23 38 1.0000000000000000e+00
67 23 39 1.0000000000000000e+00
67 23 54 1.0000000000000000e+00
67 25 5 1.0000000000000000e+00
67 25 19 1.0000000000000000e+00
67 25 20 1.0000000000000000e+00
67 25 32 1.0000000000000000e+00
67 25 36 1.0000000000000000e+00
67 25 39 1.0000000000000000e+00
67 25 42 1.0000000000000000e+00
67 25 53 2.0000000000000000e+00
67 25 54 2.0000000000000000e+00
67 27 41 1.0000000000000000e+00
67 30 2 3.0000000000000000e+00
67 30 4 4.0000000000000000e+00
67 30 22 4.0000000000000000e+00
67 30 37 2.0000000000000000e+00
67 30 41 2.0000000000000000e+00
67 30 42 2.0000000000000000e+00
67 30 47 2.0000000000000000e+00
67 30 60 1.0000000000000000e+00
67 32 53 1.0000000000000000e+00
67 33 2 2.0000000000000000e+00
67 33 12 1.0000000000000000e+00
67 33 16 3.0000000000000000e+00
67 33 19 1.0000000000000000e+00
67 33 22 2.0000000000000000e+00
67 33 37 1.0000000000000000e+00
67 33 47 4.0000000000000000e+00
67 33 60 3.0000000000000000e+00
67 35 2 1.0000000000000000e+00
67 35 3 1.0000000000000000e+00
67 35 4 3.0000000000000000e+00
67 35 15 4.0000000000000000e+00
67 35 16 1.0000000000000000e+00
67 35 19 1.0000000000000000e+00
67 35 22 4.0000000000000000e+00
67 35 37 1.0000000000000000e+00
67 35 41 4.0000000000000000e+00
67 35 60 2.0000000000000000e+00
67 36 53 1.0000000000000000e+00
67 37 2 3.0000000000000000e+00
67 37 7 1.0000000000000000e+00
67 37 16 2.0000000000000000e+00
67 37 22 1.0000000000000000e+00
67 37 41 1.0000000000000000e+00
67 37 47 1.0000000000000000e+00
67 37 59 1.0000000000000000e+00
67 37 60 2.0000000000000000e+00
67 38 5 7.0000000000000000e+00
67 38 8 1.0000000000000000e+00
67 38 17 5.0000000000000000e+00
67 38 19 2.0000000000000000e+00
67 38 20 3.0000000000000000e+00
67 38 24 1.0000000000000000e+00
67 38 29 1.0000000000000000e+00
67 38 32 1.0000000000000000e+00
67 38 38 1.0000000000000000e+00
67 38 39 1.0000000000000000e+00
67 38 54 3.0000000000000000e+00
67 39 2 1.0000000000000000e+00
67 39 5 3.0000000000000000e+00
67 39 20 4.0000000000000000e+00
67 39 24 3.0000000000000000e+00
67 39 29 1.0000000000000000e+00
67 39 32 4.0000000000000000e+00
67 39 38 1.0000000000000000e+00
67 39 53 3.0000000000000000e+00
67 39 54 2.0000000000000000e+00
67 44 2 2.0000000000000000e+00
67 44 4 2.0000000000000000e+00
67 44 22 3.0000000000000000e+00
67 44 37 1.0000000000000000e+00
67 44 42 2.0000000000000000e+00
67 44 59 1.0000000000000000e+00
67 44 60 1.0000000000000000e+00
67 45 57 1.0000000000000000e+00
67 46 5 1.0000000000000000e+00
67 46 42 1.0000000000000000e+00
67 46 54 1.0000000000000000e+00
67 50 5 3.0000000000000000e+00
67 50 20 2.0000000000000000e+00
67 50 38 1.0000000000000000e+00
67 50 39 1.0000000000000000e+00
67 50 53 1.0000000000000000e+00
67 52 22 1.0000000000000000e+00
67 55 1 1.0000000000000000e+00
67 56 5 2.0000000000000000e+00
67 56 17 2.0000000000000000e+00
67 56 32 2.0000000000000000e+00
67 56 38 1.0000000000000000e+00
67 56 53 2.0000000000000000e+00
67 56 54 1.0000000000000000e+00
67 58 2 2.0000000000000000e+00
67 58 4 1.0000000000000000e+00
67 58 12 1.0000000000000000e+00
67 58 16 1.0000000000000000e+00
67 58 19 1.0000000000000000e+00
67 58 22 3.0000000000000000e+00
67 58 37 2.0000000000000000e+00
67 58 41 2.0000000000000000e+00
67 58 60 2.0000000000000000e+00
67 59 5 1.0000000000000000e+00
67 59 24 1.0000000000000000e+00
67 59 32 2.0000000000000000e+00
67 59 36 2.0000000000000000e+00
67 59 38 1.0000000000000000e+00
67 59 53 1.0000000000000000e+00
67 59 57 1.0000000000000000e+00
67 62 1 1.0000000000000000e+00
67 62 2 1.0000000000000000e+00
67 62 4 1.0000000000000000e+00
67 62 15 1.0000000000000000e+00
67 62 47 1.0000000000000000e+00
67 64 2 1.0000000000000000e+00
67 64 4 1.0000000000000000e+00
67 64 5 1.0000000000000000e+00
67 64 9 1.0000000000000000e+00
67 64 20 1.0000000000000000e+00
67 64 22 1.0000000000000000e+00
67 64 37 1.0000000000000000e+00
67 64 38 2.0000000000000000e+00
67 64 39 1.0000000000000000e+00
67 64 41 2.0000000000000000e+00
67 64 47 1.0000000000000000e+00
67 64 54 1.0000000000000000e+00
67 64 57 1.0000000000000000e+00
67 64 60 1.0000000000000000e+00
67 65 2 2.0000000000000000e+00
67 65 4 2.0000000000000000e+00
67 65 5 1.0000000000000000e+00
67 65 15 1.0000000000000000e+00
67 65 16 3.0000000000000000e+00
67 65 22 3.0000000000000000e+00
67 65 37 2.0000000000000000e+00
67 65 59 2.0000000000000000e+00
67 65 60 1.0000000000000000e+00
67 66 53 1.0000000000000000e+00
67 67 47 1.0000000000000000e+00
67 68 2 2.0000000000000000e+00
67 68 4 1.0000000000000000e+00
67 68 15 3.0000000000000000e+00
67 68 16 2.0000000000000000e+00
67 68 22 3.0000000000000000e+00
67 68 32 1.0000000000000000e+00
67 68 41 2.0000000000000000e+00
67 68 47 2.0000000000000000e+00
67 68 59 1.0000000000000000e+00
67 70 9 1.0000000000000000e+00
67 70 19 1.0000000000000000e+00
67 70 20 1.0000000000000000e+00
67 70 24 1.0000000000000000e+00
67 70 38 1.0000000000000000e+00
67 70 53 1.0000000000000000e+00
67 70 54 1.0000000000000000e+00
67 70 60 1.0000000000000000e+00
67 71 2 1.0000000000000000e+00
67 71 5 2.0000000000000000e+00
67 71 17 1.0000000000000000e+00
67 71 19 2.0000000000000000e+00
67 71 32 1.0000000000000000e+00
67 71 39 2.0000000000000000e+00
67 71 53 1.0000000000000000e+00
67 71 54 4.0000000000000000e+00
67 77 32 1.0000000000000000e+00
67 77 54 1.0000000000000000e+00
67 77 57 1.0000000000000000e+00
67 80 5 1.0000000000000000e+00
67 80 17 1.0000000000000000e+00
67 80 19 1.0000000000000000e+00
67 80 20 2.0000000000000000e+00
67 80 24 2.0000000000000000e+00
67 80 32 1.0000000000000000e+00
67 80 53 1.0000000000000000e+00
67 80 54 1.0000000000000000e+00
68 4 19 1.0000000000000000e+00
68 5 51 1.0000000000000000e+00
68 6 48 1.0000000000000000e+00
68 6 53 1.0000000000000000e+00
68 19 22 1.0000000000000000e+00
68 30 22 1.0000000000000000e+00
68 35 24 1.0000000000000000e+00
68 47 42 1.0000000000000000e+00
68 48 42 1.0000000000000000e+00
68 49 30 1.0000000000000000e+00
68 55 48 1.0000000000000000e+00
68 74 48 1.0000000000000000e+00
68 79 59 1.0000000000000000e+00
69 6 6 2.0000000000000000e+00
69 20 19 1.0000000000000000e+00
69 20 30 1.0000000000000000e+00
69 27 22 1.0000000000000000e+00
69 36 53 1.0000000000000000e+00
69 38 8 1.0000000000000000e+00
69 38 19 1.0000000000000000e+00
69 58 54 1.0000000000000000e+00
69 60 26 1.0000000000000000e+00
69 61 27 1.0000000000000000e+00
69 61 33 1.0000000000000000e+00
69 64 5 1.0000000000000000e+00
69 67 48 1.0000000000000000e+00
69 71 24 1.0000000000000000e+00
69 71 39 1.0000000000000000e+00
70 9 19 1.0000000000000000e+00
70 9 57 1.0000000000000000e+00
70 23 19 1.0000000000000000e+00
70 23 32 1.0000000000000000e+00
70 36 39 1.0000000000000000e+00
70 39 54 1.0000000000000000e+00
70 49 34 1.0000000000000000e+00
70 50 19 1.0000000000000000e+00
70 50 56 1.0000000000000000e+00
70 55 53 1.0000000000000000e+00
70 60 19 1.0000000000000000e+00
70 64 5 1.0000000000000000e+00
70 64 17 1.0000000000000000e+00
70 73 49 1.0000000000000000e+00
70 77 20 1.0000000000000000e+00
71 1 6 1.0000000000000000e+00
71 1 49 1.0000000000000000e+00
71 4 19 1.0000000000000000e+00
71 4 53 1.0000000000000000e+00
71 6 6 2.0000000000000000e+00
71 6 17 2.0000000000000000e+00
71 6 29 1.0000000000000000e+00
71 6 30 2.0000000000000000e+00
71 6 32 2.0000000000000000e+00
71 6 39 1.0000000000000000e+00
71 6 42 2.0000000000000000e+00
71 6 48 1.0000000000000000e+00
71 6 49 3.0000000000000000e+00
71 6 52 1.0000000000000000e+00
71 6 56 1.0000000000000000e+00
71 9 30 1.0000000000000000e+00
71 13 6 4.0000000000000000e+00
71 13 7 1.0000000000000000e+00
71 13 17 5.0000000000000000e+00
71 13 30 3.0000000000000000e+00
71 13 32 2.0000000000000000e+00
71 13 39 1.0000000000000000e+00
71 13 42 2.0000000000000000e+00
71 13 49 1.0000000000000000e+00
71 13 52 3.0000000000000000e+00
71 13 53 2.0000000000000000e+00
71 14 30 1.0000000000000000e+00
71 15 6 2.0000000000000000e+00
71 15 17 4.0000000000000000e+00
71 15 19 1.0000000000000000e+00
71 15 30 2.0000000000000000e+00
71 15 32 1.0000000000000000e+00
71 15 42 3.0000000000000000e+00
71 15 43 1.0000000000000000e+00
71 15 48 1.0000000000000000e+00
71 15 49 1.0000000000000000e+00
71 15 52 7.0000000000000000e+00
71 15 53 3.0000000000000000e+00
71 19 6 6.0000000000000000e+00
71 19 17 4.0000000000000000e+00
71 19 30 8.0000000000000000e+00
71 19 49 1.0000000000000000e+00
71 19 52 6.0000000000000000e+00
71 19 53 1.0000000000000000e+00
71 20 4 1.0000000000000000e+00
71 20 6 2.0000000000000000e+00
71 20 17 1.0000000000000000e+00
71 20 48 2.0000000000000000e+00
71 20 49 1.0000000000000000e+00
71 20 52 2.0000000000000000e+00
71 20 53 4.0000000000000000e+00
71 20 54 1.0000000000000000e+00
71 23 42 1.0000000000000000e+00
71 24 49 1.0000000000000000e+00
71 25 54 1.0000000000000000e+00
71 30 18 1.0000000000000000e+00
71 32 52 1.0000000000000000e+00
71 32 59 1.0000000000000000e+00
71 33 6 1.0000000000000000e+00
71 33 30 1.0000000000000000e+00
71 35 59 1.0000000000000000e+00
71 36 6 1.0000000000000000e+00
71 36 17 1.0000000000000000e+00
71 36 32 1.0000000000000000e+00
71 36 52 3.0000000000000000e+00
71 36 53 2.0000000000000000e+00
71 37 32 1.0000000000000000e+00
71 38 6 1.0000000000000000e+00
71 38 17 1.0000000000000000e+00
71 38 29 1.0000000000000000e+00
71 38 30 4.0000000000000000e+00
71 38 32 1.0000000000000000e+00
71 38 39 1.0000000000000000e+00
71 38 42 1.0000000000000000e+00
71 38 49 2.0000000000000000e+00
71 38 52 2.0000000000000000e+00
71 38 53 4.0000000000000000e+00
71 39 32 1.0000000000000000e+00
71 39 46 1.0000000000000000e+00
71 40 20 1.0000000000000000e+00
71 40 48 1.0000000000000000e+00
71 44 6 2.0000000000000000e+00
71 44 7 1.0000000000000000e+00
71 44 17 2.0000000000000000e+00
71 44 29 1.0000000000000000e+00
71 44 30 2.0000000000000000e+00
71 44 42 1.0000000000000000e+00
71 44 48 1.0000000000000000e+00
71 44 49 3.0000000000000000e+00
71 44 52 5.0000000000000000e+00
71 44 53 3.0000000000000000e+00
71 46 17 1.0000000000000000e+00
71 46 30 1.0000000000000000e+00
71 46 49 1.0000000000000000e+00
71 47 5 1.0000000000000000e+00
71 47 6 2.0000000000000000e+00
71 47 19 1.0000000000000000e+00
71 47 22 1.0000000000000000e+00
71 47 29 1.0000000000000000e+00
71 47 30 4.0000000000000000e+00
71 47 39 1.0000000000000000e+00
71 47 49 3.0000000000000000e+00
71 47 52 6.0000000000000000e+00
71 47 53 4.0000000000000000e+00
71 48 6 4.0000000000000000e+00
71 48 17 2.0000000000000000e+00
71 48 24 1.0000000000000000e+00
71 48 29 1.0000000000000000e+00
71 48 30 3.0000000000000000e+00
71 48 42 2.0000000000000000e+00
71 48 48 1.0000000000000000e+00
71 48 49 4.0000000000000000e+00
71 48 52 2.0000000000000000e+00
71 48 53 4.0000000000000000e+00
71 48 58 1.0000000000000000e+00
71 49 6 2.0000000000000000e+00
71 49 17 3.0000000000000000e+00
71 49 19 1.0000000000000000e+00
71 49 30 3.0000000000000000e+00
71 49 33 1.0000000000000000e+00
71 49 39 1.0000000000000000e+00
71 49 42 2.0000000000000000e+00
71 49 48 1.0000000000000000e+00
71 49 49 1.0000000000000000e+00
71 49 52 5.0000000000000000e+00
71 49 53 1.0000000000000000e+00
71 49 57 1.0000000000000000e+00
71 50 30 1.0000000000000000e+00
71 64 39 1.0000000000000000e+00
71 66 33 1.0000000000000000e+00
71 66 53 1.0000000000000000e+00
71 67 6 4.0000000000000000e+00
71 67 17 2.0000000000000000e+00
71 67 30 2.0000000000000000e+00
71 67 49 3.0000000000000000e+00
71 67 52 6.0000000000000000e+00
71 67 53 3.0000000000000000e+00
71 73 6 2.0000000000000000e+00
71 73 30 3.0000000000000000e+00
71 73 42 1.0000000000000000e+00
71 73 48 1.0000000000000000e+00
71 73 49 4.0000000000000000e+00
71 73 52 7.0000000000000000e+00
71 73 53 1.0000000000000000e+00
71 74 6 2.0000000000000000e+00
71 74 17 1.0000000000000000e+00
71 74 29 1.0000000000000000e+00
71 74 30 2.0000000000000000e+00
71 74 32 1.0000000000000000e+00
71 74 48 1.0000000000000000e+00
71 74 49 2.0000000000000000e+00
71 74 52 5.0000000000000000e+00
71 74 53 3.0000000000000000e+00
72 2 8 1.0000000000000000e+00
72 4 1 3.0000000000000000e+00
72 4 3 2.0000000000000000e+00
72 4 8 2.0000000000000000e+00
72 4 9 7.0000000000000000e+00
72 4 19 4.0000000000000000e+00
72 4 26 3.0000000000000000e+00
72 4 27 2.0000000000000000e+00
72 4 31 1.0000000000000000e+00
72 4 35 1.0000000000000000e+00
72 4 37 2.0000000000000000e+00
72 4 53 4.0000000000000000e+00
72 5 1 2.0000000000000000e+00
72 5 3 2.0000000000000000e+00
72 5 8 1.0000000000000000e+00
72 5 9 3.0000000000000000e+00
72 5 19 3.0000000000000000e+00
72 5 20 1.0000000000000000e+00
72 5 27 2.0000000000000000e+00
72 5 35 1.0000000000000000e+00
72 5 53 2.0000000000000000e+00
72 5 60 1.0000000000000000e+00
72 6 1 1.0000000000000000e+00
72 6 8 4.0000000000000000e+00
72 6 9 2.0000000000000000e+00
72 6 19 2.0000000000000000e+00
72 6 26 1.0000000000000000e+00
72 6 27 3.0000000000000000e+00
72 6 44 1.0000000000000000e+00
72 6 53 5.0000000000000000e+00
72 6 56 1.0000000000000000e+00
72 8 1 2.0000000000000000e+00
72 8 3 1.0000000000000000e+00
72 8 8 1.0000000000000000e+00
72 8 9 8.0000000000000000e+00
72 8 16 1.0000000000000000e+00
72 8 19 2.0000000000000000e+00
72 8 26 3.0000000000000000e+00
72 8 27 6.0000000000000000e+00
72 8 29 1.0000000000000000e+00
72 8 35 3.0000000000000000e+00
72 8 37 2.0000000000000000e+00
72 8 53 5.0000000000000000e+00
72 9 8 1.0000000000000000e+00
72 14 1 1.0000000000000000e+00
72 14 3 3.0000000000000000e+00
72 14 8 3.0000000000000000e+00
72 14 9 4.0000000000000000e+00
72 14 19 6.0000000000000000e+00
72 14 26 2.0000000000000000e+00
72 14 27 2.0000000000000000e+00
72 14 35 1.0000000000000000e+00
72 14 37 1.0000000000000000e+00
72 14 53 2.0000000000000000e+00
72 15 27 1.0000000000000000e+00
72 15 52 1.0000000000000000e+00
72 19 27 1.0000000000000000e+00
72 19 42 1.0000000000000000e+00
72 20 53 1.0000000000000000e+00
72 26 19 1.0000000000000000e+00
72 28 27 1.0000000000000000e+00
72 30 1 1.0000000000000000e+00
72 30 8 4.0000000000000000e+00
72 30 9 5.0000000000000000e+00
72 30 19 3.0000000000000000e+00
72 30 26 3.0000000000000000e+00
72 30 27 6.0000000000000000e+00
72 30 35 2.0000000000000000e+00
72 30 37 2.0000000000000000e+00
72 30 44 1.0000000000000000e+00
72 30 53 3.0000000000000000e+00
72 33 3 1.0000000000000000e+00
72 38 1 1.0000000000000000e+00
72 38 8 4.0000000000000000e+00
72 38 9 2.0000000000000000e+00
72 38 19 2.0000000000000000e+00
72 38 26 2.0000000000000000e+00
72 38 27 5.0000000000000000e+00
72 38 35 1.0000000000000000e+00
72 38 53 2.0000000000000000e+00
72 38 60 1.0000000000000000e+00
72 39 9 1.0000000000000000e+00
72 40 1 1.0000000000000000e+00
72 42 1 1.0000000000000000e+00
72 45 8 6.0000000000000000e+00
72 45 9 5.0000000000000000e+00
72 45 16 1.0000000000000000e+00
72 45 19 1.0000000000000000e+00
72 45 26 2.0000000000000000e+00
72 45 27 3.0000000000000000e+00
72 45 35 1.0000000000000000e+00
72 45 53 3.0000000000000000e+00
72 46 27 1.0000000000000000e+00
72 46 35 1.0000000000000000e+00
72 49 52 1.0000000000000000e+00
72 49 53 1.0000000000000000e+00
72 50 8 1.0000000000000000e+00
72 54 8 1.0000000000000000e+00
72 54 26 1.0000000000000000e+00
72 54 27 1.0000000000000000e+00
72 54 35 1.0000000000000000e+00
72 55 1 2.0000000000000000e+00
72 55 3 2.0000000000000000e+00
72 55 8 7.0000000000000000e+00
72 55 9 3.0000000000000000e+00
72 55 19 8.0000000000000000e+00
72 55 26 7.0000000000000000e+00
72 55 27 7.0000000000000000e+00
72 55 35 1.0000000000000000e+00
72 55 37 2.0000000000000000e+00
72 55 53 8.0000000000000000e+00
72 58 19 1.0000000000000000e+00
72 60 1 4.0000000000000000e+00
72 60 3 2.0000000000000000e+00
72 60 8 3.0000000000000000e+00
72 60 9 8.0000000000000000e+00
72 60 17 1.0000000000000000e+00
72 60 19 3.0000000000000000e+00
72 60 26 1.0000000000000000e+00
72 60 27 3.0000000000000000e+00
72 60 35 2.0000000000000000e+00
72 60 53 3.0000000000000000e+00
72 61 1 1.0000000000000000e+00
72 61 3 1.0000000000000000e+00
72 61 9 3.0000000000000000e+00
72 61 19 1.0000000000000000e+00
72 61 26 2.0000000000000000e+00
72 61 27 3.0000000000000000e+00
72 61 35 2.0000000000000000e+00
72 61 53 3.0000000000000000e+00
72 66 1 1.0000000000000000e+00
72 66 3 2.0000000000000000e+00
72 66 6 1.0000000000000000e+00
72 66 9 2.0000000000000000e+00
72 66 19 2.0000000000000000e+00
72 66 26 2.0000000000000000e+00
72 66 35 1.0000000000000000e+00
72 66 37 2.0000000000000000e+00
72 66 53 1.0000000000000000e+00
72 67 52 1.0000000000000000e+00
72 71 8 5.0000000000000000e+00
72 71 9 2.0000000000000000e+00
72 71 16 1.0000000000000000e+00
72 71 19 2.0000000000000000e+00
72 71 26 2.0000000000000000e+00
72 71 27 5.0000000000000000e+00
72 71 35 1.0000000000000000e+00
72 71 37 2.0000000000000000e+00
72 71 53 3.0000000000000000e+00
72 74 53 1.0000000000000000e+00
72 79 35 1.0000000000000000e+00
73 1 17 1.0000000000000000e+00
73 1 30 1.0000000000000000e+00
73 4 1 2.0000000000000000e+00
73 4 8 1.0000000000000000e+00
73 4 19 1.0000000000000000e+00
73 4 27 1.0000000000000000e+00
73 4 35 1.0000000000000000e+00
73 5 9 1.0000000000000000e+00
73 5 26 1.0000000000000000e+00
73 5 27 3.0000000000000000e+00
